Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
13.0,34.0,1774.21,1773.62,0.01,0.0,1620.06,0.57,0.57,1774.23,1.56,13.0,79.0,1768.64,1767.27,0.01,0.0,1602.29,1.36,1.34,1768.66,2.68,1.0,2.323529411764706,0.9968605745655813,0.996419751694275,1.0,nan,0.9890312704467736,2.385964912280702,2.3508771929824563,0.996860609954741,1.717948717948718
8.0,1.0,1.32,1.2,0.01,nan,0.94,0.11,0.11,1.33,0.0,8.0,1.0,1.33,1.21,0.01,nan,0.95,0.11,0.11,1.34,0.0,1.0,1.0,1.0075757575757576,1.0083333333333333,1.0,nan,1.0106382978723405,1.0,1.0,1.0075187969924813,nan
4.0,2.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.03,0.0,4.0,2.0,0.01,0.0,0.01,nan,0.0,0.0,0.0,0.03,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
5.0,nan,2.39,2.34,0.01,nan,2.22,0.04,0.04,2.4,0.0,5.0,nan,2.38,2.33,0.01,nan,2.21,0.04,0.04,2.4,0.0,1.0,nan,0.9958158995815899,0.9957264957264959,1.0,nan,0.9954954954954954,1.0,1.0,1.0,nan
25.0,52.0,1764.38,1236.32,0.01,0.0,1146.18,528.04,506.03,1764.39,2.57,25.0,52.0,1764.46,1237.7,0.01,0.0,1146.62,526.74,504.76,1764.48,2.56,1.0,1.0,1.000045341706435,1.0011162158664424,1.0,nan,1.0003838838576837,0.9975380652980835,0.9974902673754521,1.0000510091306343,0.9961089494163425
29.0,3521.0,782.27,556.4,0.02,0.01,530.71,225.84,220.39,782.28,2.43,32.0,3198.0,729.74,485.22,0.02,0.0,464.37,244.49,238.54,729.75,1.31,1.103448275862069,0.9082646975291111,0.9328492719904893,0.8720704529115745,1.0,0.0,0.8749976446646944,1.0825805880269217,1.0823540088025774,0.9328501303880964,0.5390946502057613
26.0,150.0,4.52,3.14,0.01,0.0,2.73,1.37,1.35,4.53,0.02,26.0,136.0,4.15,2.83,0.01,0.0,2.46,1.32,1.3,4.17,0.02,1.0,0.9066666666666666,0.9181415929203541,0.9012738853503185,1.0,nan,0.9010989010989011,0.9635036496350364,0.9629629629629629,0.9205298013245032,1.0
33.0,4926.0,933.01,644.05,0.02,nan,615.72,288.92,280.19,933.03,1.39,33.0,4797.0,912.39,625.18,0.02,nan,598.32,287.17,278.54,912.4,1.33,1.0,0.9738124238733252,0.9778994866078605,0.9707010325285303,1.0,nan,0.9717404014811928,0.9939429599889242,0.9941111388700525,0.9778892425752655,0.9568345323741009
19.0,33.0,0.48,0.3,0.01,0.0,0.25,0.17,0.17,0.49,0.0,19.0,33.0,0.47,0.3,0.01,0.0,0.25,0.17,0.16,0.48,0.0,1.0,1.0,0.9791666666666666,1.0,1.0,nan,1.0,1.0,0.9411764705882353,0.9795918367346939,nan
8.0,nan,1777.74,1744.91,0.01,nan,1679.01,32.75,30.52,1777.75,0.55,8.0,nan,1777.45,1744.57,0.0,nan,1685.05,32.82,30.6,1777.47,0.52,1.0,nan,0.9998368715335201,0.9998051475434262,0.0,nan,1.003597357966897,1.0021374045801528,1.0026212319790302,0.9998424975390241,0.9454545454545454
18.0,nan,1778.99,1559.67,0.01,nan,1527.58,219.3,206.11,1779.01,1.37,18.0,nan,1779.28,1561.57,0.01,nan,1527.45,217.66,204.64,1779.29,1.38,1.0,nan,1.0001630138449344,1.0012182064154596,1.0,nan,0.9999148980740781,0.9925216598267214,0.9928678860802482,1.0001573909084265,1.0072992700729926
20.0,111.0,6.56,4.77,0.01,0.0,4.21,1.77,1.75,6.58,0.01,20.0,112.0,6.25,4.64,0.01,0.0,4.08,1.6,1.58,6.26,0.01,1.0,1.009009009009009,0.9527439024390244,0.9727463312368972,1.0,nan,0.9691211401425178,0.903954802259887,0.9028571428571429,0.9513677811550152,1.0
12.0,21.0,1.75,1.58,0.01,0.0,1.37,0.16,0.16,1.77,0.0,12.0,21.0,1.75,1.59,0.0,0.0,1.37,0.16,0.15,1.77,0.0,1.0,1.0,1.0,1.0063291139240507,0.0,nan,1.0,1.0,0.9375,1.0,nan
7.0,nan,13.62,13.56,0.01,nan,11.99,0.05,0.05,13.64,0.02,10.0,nan,17.76,16.49,0.01,nan,14.7,1.25,1.23,17.78,0.02,1.4285714285714286,nan,1.3039647577092512,1.2160766961651917,1.0,nan,1.226021684737281,25.0,24.599999999999998,1.3035190615835777,1.0
4.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,4.0,1.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan
11.0,nan,1764.65,1750.16,0.01,nan,1564.68,14.37,13.55,1764.67,1.26,12.0,nan,1762.9,1710.97,0.01,nan,1501.79,51.9,47.05,1762.91,1.34,1.0909090909090908,nan,0.9990083019295611,0.9776077615760844,1.0,nan,0.9598064780018917,3.6116910229645094,3.4723247232472323,0.9990026463871432,1.0634920634920635
7.0,nan,1783.14,1783.06,0.02,nan,1695.41,0.03,0.03,1783.16,0.47,7.0,nan,1783.07,1782.99,0.02,nan,1700.76,0.02,0.02,1783.08,0.45,1.0,nan,0.9999607434076965,0.9999607416463833,1.0,nan,1.003155578886523,0.6666666666666667,0.6666666666666667,0.9999551358262858,0.9574468085106383
10.0,nan,1776.52,1763.73,0.02,nan,1635.8,12.38,11.71,1776.54,1.0,10.0,nan,1776.1,1763.31,0.01,nan,1627.13,12.38,11.71,1776.11,1.08,1.0,nan,0.9997635827347848,0.9997618683131771,0.5,nan,0.994699841056364,1.0,1.0,0.9997579564771972,1.08
21.0,1797.0,259.54,213.75,0.05,0.03,208.14,45.77,44.65,259.56,3.27,21.0,1797.0,259.11,213.31,0.05,0.03,207.67,45.78,44.65,259.12,3.3,1.0,1.0,0.9983432226246436,0.9979415204678362,1.0,1.0,0.9977419044873643,1.0002184837229626,1.0,0.998304823547542,1.0091743119266054
4.0,2.0,0.05,0.02,0.02,nan,0.02,0.01,0.01,0.07,0.0,4.0,2.0,0.05,0.02,0.02,nan,0.02,0.01,0.01,0.07,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
4.0,2.0,0.04,0.01,0.02,nan,0.01,0.01,0.01,0.05,0.0,4.0,2.0,0.03,0.01,0.02,nan,0.01,0.01,0.01,0.05,0.0,1.0,1.0,0.75,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
29.0,413.0,15.27,11.69,0.01,0.0,10.06,3.57,3.51,15.29,0.07,29.0,413.0,15.27,11.68,0.02,0.0,10.06,3.57,3.51,15.28,0.07,1.0,1.0,1.0,0.9991445680068435,2.0,nan,1.0,1.0,1.0,0.999345977763244,1.0
4.0,1.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,4.0,1.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
11.0,122.0,1.81,1.49,0.01,0.0,1.37,0.31,0.31,1.83,0.0,11.0,122.0,1.81,1.49,0.01,0.0,1.37,0.32,0.31,1.82,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.032258064516129,1.0,0.994535519125683,nan
5.0,nan,1779.71,1771.99,0.01,nan,1719.29,7.32,6.36,1779.73,0.22,5.0,nan,1779.95,1772.26,0.01,nan,1720.66,7.28,6.34,1779.97,0.22,1.0,nan,1.000134853431177,1.000152371063042,1.0,nan,1.0007968405562762,0.994535519125683,0.9968553459119496,1.00013485191574,1.0
5.0,nan,14.91,14.88,0.01,nan,13.95,0.02,0.02,14.92,0.01,5.0,nan,14.96,14.93,0.01,nan,14.0,0.02,0.02,14.98,0.01,1.0,nan,1.0033534540576794,1.0033602150537633,1.0,nan,1.0035842293906811,1.0,1.0,1.0040214477211797,1.0
6.0,nan,1775.53,1772.05,0.01,nan,1706.77,3.47,3.13,1775.55,0.32,6.0,nan,1775.65,1772.16,0.01,nan,1705.88,3.48,3.13,1775.66,0.32,1.0,nan,1.0000675854533576,1.000062074997884,1.0,nan,0.9994785471973378,1.0028818443804033,1.0,1.000061952634395,1.0
4.0,1.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,4.0,1.0,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
13.0,2.0,3.35,3.12,0.01,nan,2.71,0.22,0.21,3.36,0.01,13.0,2.0,3.33,3.11,0.01,nan,2.7,0.22,0.21,3.35,0.01,1.0,1.0,0.9940298507462687,0.9967948717948717,1.0,nan,0.996309963099631,1.0,1.0,0.9970238095238095,1.0
24.0,466.0,32.81,23.46,0.01,0.0,21.22,9.34,9.17,32.82,0.1,24.0,454.0,32.78,23.39,0.01,0.0,21.15,9.38,9.21,32.79,0.1,1.0,0.9742489270386266,0.9990856446205425,0.9970161977834612,1.0,nan,0.9967012252591895,1.0042826552462527,1.004362050163577,0.9990859232175502,1.0
23.0,141.0,5.34,3.78,0.01,0.0,3.38,1.55,1.52,5.35,0.02,23.0,140.0,5.34,3.78,0.01,0.0,3.38,1.55,1.53,5.35,0.02,1.0,0.9929078014184397,1.0,1.0,1.0,nan,1.0,1.0,1.006578947368421,1.0,1.0
8.0,1.0,0.11,0.09,0.01,nan,0.07,0.02,0.02,0.13,0.0,8.0,1.0,0.12,0.09,0.01,nan,0.07,0.02,0.02,0.13,0.0,1.0,1.0,1.0909090909090908,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
5.0,nan,0.05,0.03,0.01,nan,0.03,0.01,0.01,0.07,0.0,5.0,nan,0.05,0.03,0.01,nan,0.03,0.01,0.01,0.07,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
9.0,nan,18.84,18.06,0.01,nan,16.78,0.77,0.76,18.85,0.02,9.0,nan,18.95,18.15,0.01,nan,16.87,0.77,0.76,18.96,0.02,1.0,nan,1.0058386411889597,1.004983388704319,1.0,nan,1.0053635280095352,1.0,1.0,1.0058355437665782,1.0
8.0,nan,0.44,0.38,0.01,nan,0.34,0.05,0.05,0.45,0.0,8.0,nan,0.44,0.38,0.01,nan,0.34,0.05,0.05,0.46,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0222222222222221,nan
4.0,2.0,0.04,0.02,0.02,nan,0.02,0.01,0.01,0.06,0.0,4.0,2.0,0.04,0.02,0.02,nan,0.02,0.01,0.01,0.06,0.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
15.0,548.0,37.56,33.0,0.01,nan,31.99,4.55,4.46,37.57,0.08,15.0,559.0,38.1,33.68,0.01,nan,32.64,4.42,4.34,38.12,0.08,1.0,1.02007299270073,1.0143769968051117,1.0206060606060605,1.0,nan,1.0203188496405127,0.9714285714285714,0.9730941704035874,1.0146393398988554,1.0
16.0,64.0,1.57,1.16,0.01,0.0,1.0,0.4,0.39,1.58,0.0,16.0,64.0,1.58,1.17,0.01,0.0,1.01,0.4,0.39,1.59,0.0,1.0,1.0,1.0063694267515924,1.0086206896551724,1.0,nan,1.01,1.0,1.0,1.0063291139240507,nan
25.0,209.0,19.25,14.45,0.02,0.0,12.75,4.77,4.73,19.27,0.04,26.0,200.0,18.3,13.59,0.02,0.0,11.96,4.68,4.64,18.32,0.04,1.04,0.9569377990430622,0.9506493506493506,0.940484429065744,1.0,nan,0.9380392156862746,0.9811320754716981,0.9809725158562367,0.9507005708354956,1.0
10.0,nan,1785.79,1752.56,0.01,nan,1682.34,33.15,31.18,1785.8,0.57,10.0,nan,1785.83,1752.66,0.01,nan,1681.54,33.1,31.13,1785.85,0.57,1.0,nan,1.0000223990502803,1.0000570593874105,1.0,nan,0.9995244718665668,0.9984917043740574,0.9983964079538166,1.0000279986560645,1.0
22.0,61.0,2.99,1.98,0.01,0.0,1.74,1.0,0.99,3.01,0.01,18.0,56.0,2.08,1.47,0.01,0.0,1.27,0.6,0.59,2.09,0.0,0.8181818181818182,0.9180327868852459,0.6956521739130435,0.7424242424242424,1.0,nan,0.7298850574712644,0.6,0.5959595959595959,0.6943521594684385,0.0
8.0,nan,1.41,1.26,0.01,nan,1.1,0.14,0.14,1.42,0.0,8.0,nan,1.55,1.45,0.01,nan,1.29,0.09,0.08,1.56,0.0,1.0,nan,1.0992907801418441,1.1507936507936507,1.0,nan,1.1727272727272726,0.6428571428571428,0.5714285714285714,1.0985915492957747,nan
4.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.01,0.0,4.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan
21.0,148.0,4.75,3.31,0.01,0.0,2.84,1.42,1.4,4.76,0.02,23.0,156.0,4.6,3.28,0.01,0.0,2.82,1.32,1.29,4.61,0.02,1.0952380952380953,1.054054054054054,0.9684210526315788,0.9909365558912386,1.0,nan,0.9929577464788732,0.9295774647887325,0.9214285714285715,0.9684873949579833,1.0
46.0,351.0,84.41,64.13,0.04,0.01,54.08,20.27,19.84,84.43,0.88,41.0,358.0,243.49,233.01,0.03,0.01,192.93,10.46,10.12,243.5,2.08,0.8913043478260869,1.01994301994302,2.884610828100936,3.633400904412911,0.75,1.0,3.567492603550296,0.5160335471139615,0.5100806451612903,2.8840459552291837,2.3636363636363638
50.0,10.0,1784.68,1642.75,0.02,0.0,1579.93,141.88,138.05,1784.7,8.17,58.0,55.0,1782.66,1651.98,0.03,0.0,1581.47,130.62,127.35,1782.68,7.01,1.16,5.5,0.9988681444292534,1.0056186273017806,1.5,nan,1.0009747267283993,0.920637158161827,0.9224918507787032,0.9988681571132403,0.8580171358629131
8.0,nan,0.52,0.49,0.01,nan,0.45,0.02,0.02,0.54,0.0,8.0,nan,0.53,0.5,0.01,nan,0.46,0.02,0.02,0.54,0.0,1.0,nan,1.0192307692307692,1.0204081632653061,1.0,nan,1.0222222222222221,1.0,1.0,1.0,nan
24.0,55.0,15.43,12.56,0.01,0.0,10.62,2.87,2.78,15.45,0.1,27.0,50.0,11.97,9.65,0.01,0.0,8.1,2.3,2.23,11.98,0.08,1.125,0.9090909090909091,0.7757615035644848,0.768312101910828,1.0,nan,0.7627118644067797,0.8013937282229964,0.802158273381295,0.7754045307443367,0.7999999999999999
84.0,1493.0,287.02,264.5,0.04,0.01,197.95,22.49,21.31,287.04,3.74,78.0,1571.0,314.54,289.74,0.05,0.02,233.41,24.77,23.17,314.55,6.13,0.9285714285714286,1.0522438044206297,1.0958818200822245,1.0954253308128545,1.25,2.0,1.1791361454912856,1.1013783903957315,1.0872829657437824,1.0958403010033444,1.63903743315508
44.0,344.0,162.6,122.56,0.03,0.01,105.12,40.02,38.86,162.61,1.47,37.0,298.0,116.26,96.95,0.02,0.01,82.56,19.29,18.86,116.28,0.97,0.8409090909090909,0.8662790697674418,0.7150061500615007,0.7910411227154047,0.6666666666666667,1.0,0.7853881278538812,0.4820089955022488,0.485331960885229,0.7150851731135845,0.6598639455782312
21.0,50.0,12.59,11.18,0.01,0.0,9.48,1.41,1.37,12.6,0.07,27.0,45.0,12.5,10.26,0.01,0.0,8.65,2.23,2.17,12.51,0.08,1.2857142857142858,0.9,0.9928514694201748,0.9177101967799642,1.0,nan,0.9124472573839663,1.5815602836879434,1.5839416058394158,0.9928571428571429,1.1428571428571428
27.0,15.0,230.85,221.98,0.02,0.0,208.9,8.84,8.75,230.86,0.49,28.0,26.0,194.79,182.49,0.02,0.0,172.21,12.28,12.12,194.8,0.4,1.037037037037037,1.7333333333333334,0.8437946718648472,0.8221010901883054,1.0,nan,0.8243657252273815,1.3891402714932126,1.385142857142857,0.8438014381010136,0.8163265306122449
44.0,296.0,36.48,30.39,0.03,0.01,25.1,6.08,5.97,36.5,0.26,56.0,3311.0,496.16,375.46,0.04,0.02,311.5,120.67,115.75,496.17,6.3,1.2727272727272727,11.18581081081081,13.600877192982457,12.354721948009212,1.3333333333333335,2.0,12.41035856573705,19.84703947368421,19.388609715242882,13.593698630136986,24.23076923076923
61.0,nan,1781.4,1504.18,0.03,nan,1422.45,277.13,272.52,1781.42,8.65,89.0,nan,1784.08,1387.41,0.04,nan,1314.13,396.57,391.13,1784.09,10.75,1.459016393442623,nan,1.0015044347142696,0.9223696632052015,1.3333333333333335,nan,0.9238496959471335,1.430989066503085,1.4352341112578895,1.0014988043246398,1.2427745664739884
53.0,553.0,256.29,236.93,0.05,0.02,198.31,19.35,18.71,256.31,3.17,44.0,648.0,244.99,209.56,0.03,0.01,176.95,35.41,34.43,245.0,2.44,0.8301886792452831,1.1717902350813743,0.9559093214717702,0.8844806482927446,0.6,0.5,0.8922898492259593,1.829974160206718,1.8401924104756813,0.9558737466349343,0.7697160883280757
9.0,nan,2.43,2.32,0.01,nan,2.15,0.09,0.09,2.44,0.0,9.0,nan,2.42,2.32,0.01,nan,2.15,0.09,0.09,2.44,0.0,1.0,nan,0.9958847736625513,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
42.0,506.0,117.21,92.85,0.03,0.01,79.06,24.33,23.77,117.23,1.29,31.0,249.0,118.53,101.02,0.02,0.0,85.48,17.49,16.92,118.54,0.86,0.7380952380952381,0.49209486166007904,1.0112618377271565,1.0879913839526119,0.6666666666666667,0.0,1.0812041487477866,0.718865598027127,0.7118216238956669,1.0111746140066535,0.6666666666666666
149.0,nan,1776.64,1586.14,0.07,nan,1435.4,190.39,186.61,1776.66,14.47,110.0,1.0,1776.88,1632.05,0.06,nan,1457.12,144.74,141.46,1776.9,14.52,0.738255033557047,nan,1.0001350864553313,1.028944481571614,0.857142857142857,nan,1.0151316706144626,0.76022900362414,0.7580515513638069,1.0001350849346526,1.0034554250172771
33.0,252.0,7.59,6.64,0.02,0.0,5.68,0.94,0.9,7.61,0.05,49.0,553.0,18.63,13.08,0.04,0.01,10.83,5.53,5.39,18.65,0.22,1.4848484848484849,2.1944444444444446,2.4545454545454546,1.9698795180722892,2.0,nan,1.9066901408450705,5.882978723404256,5.988888888888888,2.450722733245729,4.3999999999999995
22.0,69.0,5.88,5.02,0.01,0.0,4.12,0.86,0.83,5.9,0.04,25.0,101.0,10.58,8.73,0.01,0.0,7.38,1.85,1.79,10.6,0.07,1.1363636363636365,1.463768115942029,1.7993197278911566,1.7390438247011955,1.0,nan,1.79126213592233,2.1511627906976747,2.1566265060240966,1.7966101694915253,1.7500000000000002
31.0,2.0,1779.77,1662.31,0.02,0.0,1566.6,117.42,114.43,1779.79,3.21,26.0,2.0,1779.89,1633.04,0.02,nan,1535.16,146.81,143.54,1779.9,3.11,0.8387096774193549,1.0,1.0000674244424843,0.9823919726164193,1.0,nan,0.9799310608962084,1.2502980752853006,1.2543913309446821,1.0000618050444154,0.9688473520249221
77.0,398.0,1749.19,1314.65,0.04,0.01,1075.91,434.52,418.5,1749.2,12.85,75.0,997.0,1746.98,1332.84,0.1,0.06,1084.69,414.12,394.3,1746.99,24.05,0.974025974025974,2.5050251256281406,0.9987365580640182,1.0138363823070777,2.5,6.0,1.008160533873651,0.9530516431924884,0.9421744324970132,0.9987365652869883,1.8715953307392996
92.0,400.0,775.22,632.57,0.07,0.03,506.16,142.63,140.41,775.24,8.62,99.0,490.0,543.98,415.38,0.08,0.03,333.56,128.57,126.53,543.99,6.16,1.076086956521739,1.225,0.7017104821857021,0.6566545994909654,1.1428571428571428,1.0,0.6590011063695274,0.9014232629881511,0.9011466419770672,0.7017052783654094,0.71461716937355
7.0,nan,0.34,0.31,0.01,nan,0.29,0.02,0.02,0.36,0.0,7.0,nan,0.34,0.31,0.01,nan,0.29,0.02,0.02,0.35,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,0.9722222222222222,nan
54.0,nan,49.21,39.59,0.03,nan,36.74,9.57,9.49,49.23,0.22,47.0,nan,36.67,31.02,0.03,nan,28.72,5.61,5.56,36.68,0.13,0.8703703703703703,nan,0.7451737451737452,0.783531194746148,1.0,nan,0.7817093086554163,0.5862068965517242,0.5858798735511064,0.7450741417834654,0.5909090909090909
7.0,nan,0.51,0.48,0.01,nan,0.44,0.02,0.02,0.52,0.0,7.0,nan,0.5,0.47,0.01,nan,0.43,0.02,0.02,0.51,0.0,1.0,nan,0.9803921568627451,0.9791666666666666,1.0,nan,0.9772727272727273,1.0,1.0,0.9807692307692307,nan
62.0,nan,355.61,307.11,0.03,nan,286.22,48.45,47.9,355.63,1.4,90.0,nan,395.02,333.07,0.05,nan,307.14,61.88,60.99,395.03,2.09,1.4516129032258065,nan,1.1108236551278086,1.084529972973853,1.6666666666666667,nan,1.0730906295856333,1.2771929824561403,1.2732776617954071,1.1107893034895817,1.4928571428571429
7.0,nan,0.54,0.51,0.01,nan,0.47,0.02,0.02,0.55,0.0,7.0,nan,0.55,0.51,0.01,nan,0.47,0.03,0.03,0.56,0.0,1.0,nan,1.0185185185185186,1.0,1.0,nan,1.0,1.5,1.5,1.0181818181818183,nan
47.0,294.0,22.26,18.76,0.03,0.01,16.05,3.48,3.39,22.28,0.27,39.0,401.0,23.66,21.45,0.02,0.0,18.22,2.19,2.09,23.68,0.24,0.8297872340425532,1.3639455782312926,1.0628930817610063,1.1433901918976546,0.6666666666666667,0.0,1.1352024922118378,0.6293103448275862,0.6165191740412979,1.0628366247755834,0.8888888888888888
8.0,nan,0.49,0.46,0.01,nan,0.42,0.02,0.02,0.5,0.0,8.0,nan,0.5,0.47,0.01,nan,0.43,0.02,0.02,0.51,0.0,1.0,nan,1.0204081632653061,1.0217391304347825,1.0,nan,1.0238095238095237,1.0,1.0,1.02,nan
23.0,43.0,6.23,5.35,0.01,0.0,4.41,0.87,0.84,6.24,0.04,22.0,46.0,5.17,4.19,0.01,0.0,3.41,0.97,0.94,5.18,0.03,0.9565217391304348,1.069767441860465,0.8298555377207062,0.7831775700934581,1.0,nan,0.7732426303854876,1.1149425287356323,1.119047619047619,0.8301282051282051,0.75
109.0,503.0,370.27,255.26,0.1,0.05,214.18,114.98,113.17,370.29,6.09,80.0,703.0,1528.3,1421.92,0.05,0.02,1148.92,106.36,104.18,1528.32,13.49,0.7339449541284404,1.3976143141153081,4.127528560239825,5.570477160542192,0.5,0.39999999999999997,5.364273041367075,0.925030440076535,0.9205619863921535,4.127359637041238,2.215106732348112
119.0,2366.0,191.43,87.93,0.09,0.04,70.94,103.48,100.33,191.45,3.66,117.0,1383.0,123.86,61.38,0.07,0.03,48.93,62.47,60.64,123.87,2.51,0.9831932773109243,0.584530853761623,0.6470250222013268,0.6980552712384851,0.7777777777777779,0.75,0.6897378065971244,0.6036915345960572,0.604405461975481,0.6470096630974145,0.6857923497267758
49.0,1216.0,754.52,689.59,0.07,0.04,555.2,64.91,61.35,754.53,11.64,41.0,461.0,247.91,210.62,0.04,0.02,179.19,37.27,35.85,247.92,3.91,0.8367346938775511,0.37911184210526316,0.32856650585802893,0.3054278629330472,0.5714285714285714,0.5,0.32274855907780975,0.5741796333384688,0.5843520782396088,0.3285754045564789,0.33591065292096217
97.0,nan,1778.01,1501.12,0.05,nan,1377.32,276.8,270.72,1778.02,12.88,108.0,2.0,1778.14,1538.15,0.05,0.0,1411.0,239.89,234.82,1778.16,12.58,1.1134020618556701,nan,1.0000731154492946,1.024668247708378,1.0,nan,1.0244532860918305,0.8666546242774565,0.8673906619385342,1.0000787392717743,0.9767080745341614
31.0,nan,1775.01,1688.0,0.02,nan,1562.33,86.96,85.22,1775.02,3.28,34.0,2.0,1775.61,1647.57,0.02,0.0,1512.53,127.98,125.23,1775.62,3.71,1.096774193548387,nan,1.0003380262646406,0.9760485781990521,1.0,nan,0.9681245319490761,1.471711131554738,1.4694907298756161,1.0003380243602888,1.1310975609756098
19.0,9.0,598.2,591.55,0.02,0.0,562.0,6.61,6.54,598.21,0.8,22.0,44.0,724.69,706.09,0.02,0.0,668.9,18.56,18.12,724.7,1.12,1.1578947368421053,4.888888888888889,1.2114510197258441,1.193626912348914,1.0,nan,1.1902135231316726,2.80786686838124,2.7706422018348627,1.2114474849969075,1.4000000000000001
74.0,760.0,1736.33,1647.05,0.06,0.03,1240.37,89.27,84.39,1736.35,19.2,77.0,1012.0,1745.35,1561.13,0.06,0.03,1217.79,184.21,168.39,1745.37,17.73,1.0405405405405406,1.331578947368421,1.0051948650314169,0.947834006253605,1.0,1.0,0.9817957544926111,2.0635151786714463,1.9953785993601136,1.0051948051948052,0.9234375
115.0,728.0,473.18,417.33,0.07,0.02,323.13,55.81,54.19,473.2,6.24,106.0,2051.0,1421.74,1359.85,0.1,0.05,958.55,61.84,58.25,1421.75,23.68,0.9217391304347826,2.8173076923076925,3.0046493934654888,3.2584525435506673,1.4285714285714286,2.5,2.9664531303190667,1.1080451531983515,1.0749215722458019,3.0045435333896875,3.7948717948717947
47.0,2.0,1784.39,1411.04,0.03,0.0,1345.77,373.29,367.92,1784.4,4.73,41.0,2.0,1783.56,1414.54,0.03,0.0,1346.42,368.96,363.73,1783.57,4.82,0.8723404255319149,1.0,0.9995348550485039,1.0024804399591791,1.0,nan,1.000482994865393,0.9884004393367086,0.9886116547075451,0.9995348576552342,1.0190274841437632
75.0,1511.0,95.58,69.29,0.06,0.02,57.36,26.25,25.6,95.6,1.69,54.0,501.0,18.63,14.37,0.03,0.01,11.2,4.22,4.11,18.64,0.27,0.72,0.3315684976836532,0.19491525423728812,0.20738923365565012,0.5,0.5,0.19525801952580193,0.16076190476190474,0.160546875,0.19497907949790796,0.15976331360946747
77.0,7.0,1783.59,1402.5,0.04,0.0,1327.41,380.99,376.19,1783.61,10.83,95.0,6.0,1784.51,1290.05,0.05,0.0,1218.71,494.37,488.31,1784.53,10.29,1.2337662337662338,0.8571428571428571,1.0005158136118728,0.9198217468805704,1.25,nan,0.9181112090461877,1.2975931126801228,1.2980408835960553,1.0005158078279446,0.9501385041551246
24.0,53.0,5.73,4.95,0.01,0.0,4.09,0.78,0.75,5.74,0.04,23.0,75.0,4.87,4.09,0.01,0.0,3.33,0.78,0.75,4.88,0.03,0.9583333333333334,1.4150943396226414,0.849912739965096,0.8262626262626263,1.0,nan,0.8141809290953546,1.0,1.0,0.8501742160278745,0.75
42.0,nan,23.86,20.1,0.02,nan,18.7,3.73,3.7,23.88,0.07,40.0,nan,121.42,111.64,0.02,nan,103.77,9.75,9.63,121.44,0.4,0.9523809523809523,nan,5.0888516345347865,5.554228855721393,1.0,nan,5.5491978609625665,2.613941018766756,2.602702702702703,5.085427135678392,5.714285714285714
30.0,6.0,1776.33,1669.7,0.02,0.0,1559.85,106.56,104.33,1776.35,3.29,31.0,3.0,1775.89,1648.5,0.02,0.0,1546.0,127.34,124.4,1775.9,3.12,1.0333333333333334,0.5,0.9997522982779101,0.9873031083428161,1.0,nan,0.991120941116133,1.1950075075075075,1.1923703632703921,0.9997466715455852,0.9483282674772037
